type,title,year,min_players,max_players,min_time,max_time,avg_time,min_age,com_age,bay_rating,avg_rating,num_ratings,complexity,comp_votes,comments,views,fans,owners,traders,wanters,wishers,mechanics,categories
boardgame,Dungeon Mayhem,2018,2,4,10,10,10.0,8,6,5.97842,6.90984,998,1.08,25,217,72178,56,2525,17,14,204,"['Hand Management', 'Player Elimination', 'Variable Player Powers']","['Card Game', 'Fantasy', 'Fighting']"
boardgameexpansion,Rising Sun: Kami Unbound,2018,3,5,90,120,105.0,14,14,6.49356,8.05486,997,3.5556,9,288,33104,50,7025,82,39,134,"['Area Majority / Influence', 'Area Movement', 'Card Drafting', 'Set Collection', 'Simultaneous Action Selection', 'Take That', 'Variable Phase Order', 'Variable Player Powers']","['Bluffing', 'Expansion for Base-game', 'Fantasy', 'Miniatures', 'Mythology', 'Negotiation', 'Wargame']"
boardgame,Hannibal & Hamilcar,2018,2,2,40,200,120.0,12,12,6.61957,8.42827,997,3.9138,58,320,265421,173,3083,42,148,723,"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Card Play Conflict Resolution', 'Dice Rolling', 'Point to Point Movement', 'Simulation']","['Ancient', 'Political', 'Wargame']"
boardgame,Conquest of the Empire,1984,2,6,180,240,210.0,10,12,5.76439,6.2616,996,2.525,80,413,150993,47,1704,91,48,129,"['Area Movement', 'Dice Rolling']","['Ancient', 'Economic', 'Wargame']"
boardgameexpansion,Summoner Wars: Fallen Kingdom Faction Deck,2010,2,4,30,30,30.0,9,12,6.46956,7.9142,996,2.2121,33,232,50613,26,3504,64,73,137,"['Dice Rolling', 'Grid Movement', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Zombies']"
boardgame,Roam,2019,2,4,30,45,37.5,8,8,6.31725,7.53635,996,1.8667,30,278,71434,125,2520,14,129,573,"['Action Retrieval', 'Area Majority / Influence', 'Grid Coverage', 'Square Grid']",['Fantasy']
boardgame,Midgard,2007,3,5,60,60,60.0,12,8,5.947,6.58978,995,2.375,120,446,179350,20,1215,133,26,161,"['Area Majority / Influence', 'Card Drafting', 'Hand Management', 'Memory', 'Set Collection']","['Medieval', 'Mythology']"
boardgame,Daytona 500,1990,2,4,70,70,70.0,10,8,6.158,7.14922,994,1.7723,101,432,114435,33,1083,83,86,195,"['Auction/Bidding', 'Hand Management']","['Card Game', 'Racing', 'Sports']"
boardgame,Fields of Fire,2008,1,1,300,300,300.0,12,14,6.35104,7.77777,994,4.1596,213,560,691791,297,3048,100,189,837,"['Campaign / Battle Card Driven', 'Modular Board', 'Solo / Solitaire Game']","['Korean War', 'Vietnam War', 'Wargame', 'World War II']"
boardgameexpansion,A Touch of Evil: Something Wicked Expansion,2009,1,12,120,120,120.0,12,12,6.34604,7.70463,994,2.9231,52,245,139686,116,2788,67,76,222,"['Area Movement', 'Cooperative Game', 'Dice Rolling', 'Roll / Spin and Move', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fighting', 'Horror', 'Murder/Mystery']"
boardgame,Magical Athlete,2002,4,5,60,60,60.0,9,8,5.89079,6.48179,993,1.3117,77,366,101099,33,1123,35,152,385,"['Card Drafting', 'Roll / Spin and Move', 'Variable Player Powers']","['Fantasy', 'Racing', 'Sports']"
boardgame,Bohnanza: The Duel,2016,2,2,45,45,45.0,12,12,6.0883,6.97304,993,2.0625,32,233,49943,25,2272,63,84,266,"['Hand Management', 'Set Collection', 'Trading']",['Card Game']
boardgame,Marco Polo II: In the Service of the Khan,2019,2,4,60,120,90.0,12,10,6.61255,8.26896,993,3.4,50,180,133835,104,1338,1,384,1626,"['Dice Rolling', 'Point to Point Movement', 'Variable Player Powers', 'Worker Placement', 'Worker Placement with Dice Workers']","['Dice', 'Economic', 'Medieval', 'Travel']"
boardgame,Die Legenden von Andor: Chada & Thorn,2015,2,2,45,45,45.0,10,10,5.97539,6.74877,992,2.1667,30,152,64471,48,2400,41,29,214,"['Cooperative Game', 'Deck, Bag, and Pool Building']","['Card Game', 'Fantasy']"
boardgameexpansion,Eldritch Horror: The Dreamlands,2017,1,8,120,240,180.0,14,12,6.59446,8.40884,992,3.1538,13,170,118774,68,4858,13,196,937,"['Cooperative Game', 'Dice Rolling', 'Point to Point Movement', 'Role Playing', 'Storytelling', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Horror', 'Novel-based']"
boardgame,Fleet: The Dice Game,2018,1,4,30,45,37.5,8,10,6.40935,7.74224,992,2.6667,27,300,101694,312,1978,8,332,1074,"['Dice Rolling', 'Paper-and-Pencil', 'Solo / Solitaire Game']","['Dice', 'Nautical']"
boardgameexpansion,The Werewolves of Miller's Hollow: New Moon,2005,8,18,30,30,30.0,8,10,5.95221,6.64676,991,1.4762,63,254,90108,17,3418,75,20,83,"['Player Elimination', 'Role Playing', 'Team-Based Game', 'Variable Player Powers', 'Voting']","['Bluffing', 'Deduction', 'Expansion for Base-game', 'Horror', 'Murder/Mystery', 'Party Game']"
boardgame,Cheeky Monkey,2007,2,6,15,15,15.0,7,6,5.95224,6.61103,990,1.1512,86,369,75405,15,1163,25,54,185,"['Push Your Luck', 'Set Collection']","['Animals', ""Children's Game""]"
boardgameexpansion,Last Night on Earth: Survival of the Fittest,2010,2,6,60,60,60.0,12,12,6.31564,7.63098,990,2.3462,52,226,144513,94,3468,71,78,319,"['Dice Rolling', 'Hand Management', 'Modular Board', 'Roll / Spin and Move', 'Team-Based Game', 'Variable Player Powers']","['Expansion for Base-game', 'Fighting', 'Horror', 'Miniatures', 'Zombies']"
boardgame,OctoDice,2015,1,4,20,30,25.0,10,8,5.9172,6.54383,990,1.92,25,237,61424,24,1706,77,46,202,"['Dice Rolling', 'Paper-and-Pencil', 'Set Collection']",['Dice']
boardgame,Knit Wit,2016,2,8,15,15,15.0,8,8,5.76666,6.16903,990,1.7222,18,237,106403,33,2009,141,23,218,"['Enclosure', 'Paper-and-Pencil']",['Word Game']
boardgame,CATAN 3D Collector's Edition,2005,3,4,45,45,45.0,10,8,6.42564,7.89522,989,2.6723,119,344,303479,76,1233,15,130,395,"['Dice Rolling', 'Hand Management', 'Memory', 'Modular Board', 'Network and Route Building', 'Trading']",['Negotiation']
boardgame,The Capitals,2013,2,5,120,120,120.0,13,14,6.09169,6.96651,989,3.5,90,292,158358,66,1369,108,90,455,"['Action Points', 'Card Drafting', 'Tile Placement']","['City Building', 'Economic']"
boardgame,Vault Wars,2015,3,5,45,60,52.5,13,8,6.03345,6.8692,989,2.1026,39,261,69585,66,1841,114,38,192,"['Auction/Bidding', 'Card Drafting', 'Set Collection']","['Bluffing', 'Card Game', 'Deduction', 'Fantasy']"
boardgameexpansion,Talisman Expansion Set,1986,2,6,120,120,120.0,9,,6.03873,6.94568,988,2.15,60,262,57369,18,1893,53,37,34,"['Dice Rolling', 'Role Playing', 'Roll / Spin and Move', 'Variable Player Powers']","['Adventure', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting']"
boardgame,Heroscape Master Set:  Battle for the Underdark,2010,2,2,60,60,60.0,8,8,6.27372,7.48975,987,2.4565,46,307,154847,73,2483,61,154,277,"['Dice Rolling', 'Modular Board']","['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Science Fiction']"
boardgame,Ghooost!,2013,2,6,20,20,20.0,8,8,5.56572,5.67632,987,1.4222,45,244,80935,39,1965,79,19,123,"['Hand Management', 'Ladder Climbing', 'Single Loser Game']","['Card Game', 'Horror']"
boardgameexpansion,Android: Netrunner – Creation and Control,2013,2,2,45,45,45.0,14,10,6.54594,8.2156,987,3.2292,48,256,111096,54,6280,113,74,229,"['Action Points', 'Hand Management', 'Secret Unit Deployment', 'Variable Player Powers']","['Bluffing', 'Card Game', 'Collectible Components', 'Expansion for Base-game', 'Science Fiction']"
boardgameexpansion,Descent: Journeys in the Dark (Second Edition) – Road to Legend,2016,1,4,0,0,0.0,0,10,6.67032,8.63956,987,3.0769,13,173,99079,117,2769,11,18,129,"['Cooperative Game', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Role Playing', 'Team-Based Game', 'Variable Player Powers']","['Adventure', 'Electronic', 'Expansion for Base-game', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']"
boardgame,Architekton,2005,2,2,30,45,37.5,8,8,5.51401,5.55714,986,1.6186,118,431,91130,7,2027,240,17,76,"['Set Collection', 'Tile Placement']","['Abstract Strategy', 'Ancient', 'City Building']"
boardgame,City of Iron: Second Edition,2016,2,4,120,120,120.0,13,12,6.23444,7.33263,986,3.1739,23,263,104787,64,2255,76,185,599,"['Area Majority / Influence', 'Deck, Bag, and Pool Building', 'Hand Management']","['Card Game', 'City Building', 'Civilization', 'Economic', 'Fantasy']"
boardgame,Harry Potter Trading Card Game,2001,2,2,20,20,20.0,9,8,5.728,6.16232,985,1.974,77,388,144586,73,1818,119,58,57,"['Action Points', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Collectible Components', 'Fantasy', 'Fighting', 'Novel-based']"
boardgame,Opera,2009,2,4,90,90,90.0,12,12,5.93613,6.63129,985,3.2368,114,316,122391,42,1205,79,54,230,"['Auction/Bidding', 'Commodity Speculation', 'Set Collection', 'Time Track', 'Trading', 'Variable Phase Order']","['Age of Reason', 'Economic', 'Music', 'Renaissance']"
boardgameexpansion,Jungle Speed: The Extreme Expansion,2003,2,15,15,15,15.0,7,8,6.12928,7.14601,982,1.1831,71,210,71350,21,2354,28,34,98,['Pattern Recognition'],"['Action / Dexterity', 'Card Game', 'Expansion for Base-game', 'Party Game']"
boardgame,A Fistful of Penguins,2011,1,6,15,15,15.0,8,10,5.71877,6.04627,981,1.3418,79,308,54142,17,1290,61,28,113,"['Dice Rolling', 'Set Collection']","['Animals', ""Children's Game"", 'Dice']"
boardgame,John Company,2017,1,6,90,180,135.0,14,12,6.33149,7.5572,981,4.15,80,316,290804,124,1889,50,285,987,"['Dice Rolling', 'Push Your Luck', 'Simulation', 'Variable Player Powers', 'Voting']","['Economic', 'Educational', 'Negotiation', 'Political']"
boardgame,Nova Luna,2019,1,4,30,60,45.0,8,8,6.24616,7.43034,981,2,47,183,91560,53,1456,8,243,979,"['Contracts', 'Race', 'Tile Placement', 'Time Track']",['Abstract Strategy']
boardgame,Pizza Box Football,2005,1,2,60,60,60.0,12,8,5.82062,6.29911,979,2.0076,131,494,143320,26,1642,251,18,133,"['Dice Rolling', 'Rock-Paper-Scissors', 'Simulation', 'Simultaneous Action Selection']","['Bluffing', 'Dice', 'Sports']"
boardgameexpansion,Heroscape Expansion Set: Fortress of the Archkyrie,2006,2,4,60,60,60.0,10,10,6.35878,7.70135,979,2.2097,62,436,80323,32,2985,103,89,86,"['Dice Rolling', 'Modular Board']","['Adventure', 'Expansion for Base-game', 'Fantasy', 'Fighting', 'Miniatures', 'Science Fiction']"
boardgame,Pictureka!,2006,2,7,30,30,30.0,6,3,5.45699,5.42294,979,1.125,64,305,106656,19,2536,80,3,29,"['Auction/Bidding', 'Memory', 'Modular Board']","['Abstract Strategy', 'Memory', 'Party Game', 'Puzzle']"
boardgame,Maquis,2013,1,1,20,20,20.0,0,10,6.24356,7.39593,979,2.1333,45,432,198333,203,2202,10,126,669,"['Solo / Solitaire Game', 'Worker Placement']","['Print & Play', 'World War II']"
boardgame,Temporum,2014,2,5,35,35,35.0,13,8,5.85601,6.40066,979,2.14,50,275,183797,43,1155,85,68,393,"['Area Majority / Influence', 'Hand Management', 'Modular Board', 'Point to Point Movement']","['Age of Reason', 'Ancient', 'Card Game', 'Medieval', 'Science Fiction']"
boardgame,Why First?,2015,2,6,15,25,20.0,7,8,5.74571,6.10459,979,1.129,31,194,34116,12,1505,62,22,138,"['Hand Management', 'Simultaneous Action Selection']",['Racing']
boardgame,The Mysteries of Peking,1987,2,6,30,30,30.0,8,8,5.57785,5.75268,978,1.3333,90,251,79796,28,1815,46,7,48,['Roll / Spin and Move'],"['Deduction', 'Murder/Mystery']"
boardgameexpansion,Agricola Z-Deck,2008,1,5,120,120,120.0,0,12,5.97383,6.69773,978,3.1446,83,470,157052,15,3585,73,87,187,['Worker Placement'],"['Economic', 'Expansion for Base-game', 'Farming']"
boardgame,Principato,2011,2,4,45,90,67.5,10,10,5.77639,6.18852,978,2.2836,67,312,123484,22,1795,186,22,112,"['Card Drafting', 'Hand Management', 'Set Collection']","['City Building', 'Economic', 'Farming', 'Renaissance']"
boardgame,Clue (2-6 players),2012,2,6,40,40,40.0,8,8,5.65248,6.02173,978,1.6364,22,144,63605,27,2494,25,1,30,"['Dice Rolling', 'Roll / Spin and Move']","['Bluffing', 'Deduction', 'Murder/Mystery']"
boardgame,Gunslinger,1982,2,7,90,90,90.0,12,10,6.11748,7.11401,977,3.2917,120,463,255681,100,1983,85,202,546,"['Action Queue', 'Hexagon Grid', 'Modular Board', 'Simulation', 'Simultaneous Action Selection', 'Variable Player Powers']","['American West', 'Fighting', 'Wargame']"
boardgame,Firefly Fluxx,2016,2,6,5,30,17.5,8,8,5.93306,6.66007,977,1.3125,16,207,31209,30,3407,38,28,199,"['Hand Management', 'Set Collection']",['Card Game']
boardgame,"13 Minutes: The Cuban Missile Crisis, 1962",2017,2,2,13,13,13.0,10,10,5.89707,6.46982,977,2.0513,39,293,95080,29,2270,109,44,198,"['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Hand Management']","['Card Game', 'Political']"
boardgame,Risk Europe,2015,2,4,45,180,112.5,14,12,6.20329,7.50927,977,2.7297,37,307,196456,82,2592,60,64,325,"['Action Queue', 'Area Majority / Influence', 'Area Movement', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Player Elimination']","['Dice', 'Economic', 'Fighting', 'Medieval', 'Territory Building', 'Wargame']"
boardgameexpansion,Die Siedler von Catan: Historische Szenarien,1998,3,4,90,90,90.0,10,10,5.91698,6.55158,976,2.5319,94,274,63118,10,2875,127,15,53,"['Network and Route Building', 'Trading']","['Ancient', 'Civilization', 'Expansion for Base-game', 'Negotiation']"
boardgame,Perfection,1973,1,99,6,6,6.0,4,5,5.00397,4.29952,976,1.0533,75,315,64823,6,1365,26,3,32,['Memory'],"['Action / Dexterity', ""Children's Game"", 'Memory', 'Racing']"
boardgame,Kung Fu Fighting,2004,2,6,30,30,30.0,10,8,5.72046,6.13113,976,1.2923,130,394,107066,54,1152,55,39,168,['Hand Management'],"['Card Game', 'Fighting', 'Humor']"
boardgameexpansion,Galaxy Trucker: Another Big Expansion,2012,2,5,60,90,75.0,13,10,6.54539,8.08127,976,2.975,40,279,148244,34,3490,39,203,630,"['Dice Rolling', 'Memory', 'Tile Placement']","['Expansion for Base-game', 'Real-time', 'Science Fiction', 'Space Exploration', 'Transportation']"
boardgameexpansion,The Lord of the Rings: The Card Game – The Dead Marshes,2011,1,2,60,60,60.0,13,12,6.24883,7.42912,976,2.8049,41,310,70740,46,5911,72,81,145,"['Cooperative Game', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Expansion for Base-game', 'Fantasy', 'Novel-based']"
boardgame,Arena Maximus,2003,2,5,45,60,52.5,10,6,5.64195,5.88306,975,1.8235,119,460,93586,11,1584,171,14,83,['Hand Management'],"['Fantasy', 'Racing']"
boardgame,Cosmic Encounter,1991,3,6,60,60,60.0,0,12,6.16425,7.19005,975,2.629,62,255,54059,39,1474,77,7,69,['Variable Player Powers'],"['Bluffing', 'Card Game', 'Science Fiction']"
boardgameexpansion,Arkham Horror: The Card Game – The Path to Carcosa: Expansion,2017,1,2,60,120,90.0,14,14,6.745,8.73775,974,3.5263,19,244,85420,54,7392,25,172,399,"['Cooperative Game', 'Hand Management', 'Variable Player Powers']","['Card Game', 'Expansion for Base-game', 'Fantasy', 'Horror', 'Novel-based']"
boardgame,I Go!,2003,2,4,30,30,30.0,8,8,5.85575,6.40375,973,1.4823,141,435,79707,9,1318,52,35,104,"['Card Drafting', 'Hand Management', 'Pattern Building', 'Set Collection']","['Card Game', 'Nautical', 'Pirates']"
boardgame,Suspend,2012,1,4,15,15,15.0,8,6,5.8025,6.2917,973,1,18,209,39434,19,2154,41,20,122,['Dice Rolling'],['Action / Dexterity']
boardgameexpansion,Star Wars: X-Wing Miniatures Game – Imperial Aces Expansion Pack,2014,2,4,30,30,30.0,14,12,6.48305,8.02369,973,2.48,25,244,69469,44,5403,72,86,245,"['Action Queue', 'Dice Rolling', 'Enclosure', 'Player Elimination', 'Point to Point Movement', 'Simultaneous Action Selection', 'Team-Based Game', 'Variable Player Powers']","['Aviation / Flight', 'Collectible Components', 'Expansion for Base-game', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']"
boardgame,This Town Ain't Big Enough for the 2-4 of Us,2014,2,4,15,15,15.0,8,6,5.72101,6.04732,973,1.3529,51,385,57924,52,2731,246,9,75,"['Area Majority / Influence', 'Enclosure', 'Tile Placement']","['Abstract Strategy', 'American West', 'Print & Play']"
boardgame,Kuhhandel Master,2009,2,6,60,60,60.0,10,8,5.98489,6.76044,972,1.8605,43,185,73315,28,2127,57,25,111,"['Auction: Turn Order Until Pass', 'Set Collection', 'Simultaneous Action Selection']","['Animals', 'Bluffing', 'Card Game']"
boardgame,Thunder & Lightning,2016,2,2,40,40,40.0,13,10,6.19615,7.24073,972,1.8125,16,260,110171,59,2056,70,173,901,"['Action Points', 'Hand Management', 'Secret Unit Deployment']","['Bluffing', 'Card Game', 'Fantasy', 'Mythology']"
boardgame,Hunt for the Ring,2017,2,5,90,180,135.0,13,10,6.1533,7.20347,972,3.0667,30,259,279494,115,2980,124,150,960,"['Dice Rolling', 'Hidden Movement', 'Point to Point Movement', 'Secret Unit Deployment', 'Variable Player Powers']","['Deduction', 'Dice', 'Fantasy', 'Fighting', 'Novel-based']"
boardgame,Spring Meadow,2018,1,4,15,60,37.5,10,8,6.16661,7.15432,972,1.8929,28,226,92100,40,1907,31,186,713,"['Grid Coverage', 'Pattern Building', 'Tile Placement']","['Abstract Strategy', 'Animals', 'Puzzle']"
boardgame,Fische Fluppen Frikadellen,2002,2,5,90,90,90.0,10,10,5.94738,6.60882,971,2.5116,86,394,91589,20,1285,41,87,232,"['Multiple Maps', 'Pick-up and Deliver']",['Economic']
boardgame,Risk Express,2006,2,6,20,20,20.0,8,6,5.80708,6.27095,970,1.1709,117,424,148373,23,1171,36,112,243,['Dice Rolling'],"['Dice', 'Territory Building', 'Wargame']"
boardgame,Detective Club,2018,4,8,45,45,45.0,8,10,6.23687,7.40207,970,1.1875,16,230,117457,57,1743,15,193,1141,"['Storytelling', 'Team-Based Game', 'Voting']","['Bluffing', 'Card Game', 'Deduction', 'Humor', 'Party Game']"
boardgame,Zombie Kidz Evolution,2018,2,4,5,15,10.0,7,5,6.43945,8.02024,970,1.5135,37,227,77112,85,2112,2,79,521,"['Cooperative Game', 'Dice Rolling', 'Legacy Game', 'Point to Point Movement', 'Variable Player Powers']","[""Children's Game"", 'Horror', 'Zombies']"
boardgame,Claustrophobia 1643,2019,2,2,45,90,67.5,14,12,6.50741,8.20796,970,2.6286,35,283,242351,324,3040,44,141,782,"['Dice Rolling', 'Grid Movement', 'Modular Board', 'Variable Player Powers']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Miniatures']"
boardgame,Galloping Pigs,1992,2,5,30,30,30.0,6,5,5.59182,5.75351,969,1.1429,91,368,64236,11,1512,50,11,62,[],"['Animals', 'Card Game', ""Children's Game""]"
boardgame,Breakout: Normandy,1992,2,2,240,240,240.0,12,12,6.34663,7.66596,969,3.3962,159,504,242617,80,2188,68,129,362,"['Advantage Token', 'Area-Impulse', 'Dice Rolling']","['Wargame', 'World War II']"
boardgame,Lemming Mafia,2009,3,6,20,20,20.0,8,8,5.78167,6.23179,969,1.4237,59,240,51594,25,1496,55,13,98,"['Betting and Bluffing', 'Dice Rolling']","['Animals', 'Dice', 'Novel-based']"
boardgame,Artus,2011,2,4,60,60,60.0,9,10,5.8208,6.29021,969,2.2299,87,353,89955,14,1481,66,63,199,['Hand Management'],['Medieval']
boardgame,Monsterpocalypse,2008,2,4,60,60,60.0,12,10,6.12904,7.18886,968,3.0517,116,386,312359,192,1710,136,107,264,"['Dice Rolling', 'Variable Phase Order', 'Variable Player Powers']","['Collectible Components', 'Fighting', 'Miniatures', 'Science Fiction']"
boardgame,The Palace of Mad King Ludwig,2017,2,4,75,75,75.0,13,10,6.06172,6.93356,968,2.7692,13,230,107412,34,1981,58,101,583,['Tile Placement'],['Post-Napoleonic']
boardgameexpansion,Ticket to Ride Map Collection: Volume 6 – France & Old West,2017,2,6,60,90,75.0,8,8,6.37274,7.71037,968,2.375,8,233,70759,29,3302,17,234,754,"['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection']","['American West', 'Expansion for Base-game', 'Trains']"
boardgame,Advanced Squad Leader: Starter Kit #3,2007,2,2,180,180,180.0,12,14,6.44851,8.01379,967,3.8915,129,317,190548,111,2920,45,94,278,"['Dice Rolling', 'Hexagon Grid']","['Wargame', 'World War II']"
boardgame,Ascension: Apprentice Edition,2013,2,2,30,30,30.0,13,12,6.12319,7.12006,967,1.9565,46,268,73121,51,2230,96,10,101,"['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']","['Card Game', 'Fantasy']"
boardgameexpansion,Cacao: Chocolatl,2016,2,4,60,60,60.0,8,8,6.29983,7.51982,967,2.1579,19,233,52509,26,3518,36,45,215,"['Area Majority / Influence', 'Hand Management', 'Tile Placement']",['Expansion for Base-game']
